Sentence,Offensive,Split
@USER Helping out a mate!! URL I love scally play. Fuck yeah,1,0
@USER Lads being Lads! URL fuck yeah. I love scally lad action. Hot trainers too.,1,0
@USER Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;,1,0
"@USER &#8220;@USER So hot!! RT @USER Lick it, bitch URL fuck yeah. Eat that trainer u dirty fucker",1,0
@USER &#8220;@USER Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is,1,0
@USER Need these sox URL fuck yeah. I love a kinky scally lad w/ rank sox and sneaks,1,0
@USER I don't ever expose females like that.. That's childish.. bitch nigga shiiii.....,1,0
@USER @USER @USER yasss*trys new things with bestfriend**bitch who do you love*,1,0
@USER Thick raw fuck URL Damn his man pussy is getting a workout.,1,0
@USER Nothin in life is free.. Some of you bitches need to write that on ya panties&#128557;&#128514;,1,0
@USER @USER if one of you bitches want some of my burrito u can catch me at potosino huh? Haha,1,0
@USER Niggas whole hoes out here cuz Couldn't had said it better..&#128588;,1,0
@USER Hardcore way to eat Mac and cheese1. Boil water 2. Snort cheese powder3. Drink boiling water 4. Fuck bitches,1,0
@USER #YoureNotMyType if my fade is perpetually fresher than yours. That's a real ass bitch rite there,1,0
@USER annoying bitch that I love URL JUDYANN'S SO PRETTY!!!!!,1,0
@USER URL bitch got on some huggies,1,0
@USER Hi bitch No bitchBye bitch URL,1,0
@USER does he look like a bitch? @USER,1,0
@USER Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;&#58399;&#58399;&#58399;&#58399;,1,0
@USER can't stand a I don't know what I want ass nigga &#128564; bitch*,1,0
@USER @USER @USER I'm on my way URL love a #chavhot sexy scally fucker.,1,0
@USER These newly gay bitches don't kno how shit works,1,0
@USER When a bitch don't want a real job they just become strippers lol lol.,1,0
@USER Awww Meat Meat In His Feelinsi ainn n my feelings bitch,1,0
"@USER I Want Snake Bites , MY Industrial Piercin &amp; A TattooDem hoe accessories dea &#128064;&#128064;&#128056;&#9749;",1,0
@USER these hoes ain't loyal.,1,0
"@USER YASSSSSS, ORDERED CHINESE &#128079; bitch you just ate tacos you fat fuck",1,0
@USER I made that bitch lunch. @USER Bitches love lunch.,1,0
"A NO BRAINERBut as soon as this bitch gets rich in political power, her views will change!POLITICAL WHORES! URL",1,0
A pussy a day keeps the devil away -@USER,1,0
Ain't that about a bitch... What does that mean?,1,0
"All these bitches want a baby, I don't want no children.",1,0
And bitch you must be lost &#128514;&#128514;,1,0
Baby I like being on your left side no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do,1,0
"Batter the wee cunt Jewis y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself.",1,0
Bleed out hoe!!! -Alexa,1,0
Boolin' in the bando wit a few bitches,1,0
But I need a bad bitch that's hotter than me might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday,1,0
By the way we do punch bitches.,1,0
Caesar is home RT @USER &#8220;@USER URL so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;,1,0
Dad say hi to my snapchat Dad &#9996;&#65039;&#9996;&#65039; duces bitch &#128514;&#128514;&#128553;&#128553;,1,0
"Do you believe these hoes are not in fact loyal? I disagree with that, I do believe they are in fact the loyalest bunch,these hoes",1,0
Don't know no ugly bitches! Don't know no broke niggas!--@USER,1,0
Don't make me make you fall in live with a nigga like meee... The birds 1&amp;2 are my favorite songs by Weeknd,1,0
"Don't you ever give my pussy away. You keep it tight, alright?",1,0
Dropped a stack cause bitch I'm ON.-@USER Song called Dope.Download the mixtape here: URL,1,0
Dumb bitches do dumb things,1,0
Eat the pussy like a real nigga hungry,1,0
Eff it. Let's go after the cripple. URL,1,0
Everything look better with a bitch next to it,1,0
Facto @USER Who cares if you a hoe when your ass looks like this? URL,1,0
For every bad bitch there is a nigga tired of fucking her,1,0
"Foreign chick, no lie.. Man that bitch Beautiful",1,0
Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich. URL,1,0
Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku,1,0
Get me that shit bitch you is fine bear,1,0
Get your ass back to Detroit ya fuckin' wigger!,1,0
"Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe",1,0
HOW DO YOU KNOW MY TWITTER PASSWORD bitch please,1,0
Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?,1,0
He a bitch for hitting that hoe &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1,0
He married to a white woman... lucky sum-bitch - Uncle Ruckus,1,0
"He wanna be my nigga, but I'm just trinna be his savings account &#128553; &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;",1,0
"Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes! -Grandpa Carl everyone",1,0
Hey pussy you still there?,1,0
How hotter than is it? A bitch.,1,0
How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em,1,0
"How you doing, crazy bitch? is hilarious!",1,0
"I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!Like, negro... one of the first things they LOOK at is shoes, dog",1,0
I call him my bitch @USER,1,0
I can't handle no liquor... But these bitches can't handle meeedd - Chief Sosa,1,0
I don't chase after dudes... I chase after bitches. - Edgar Bautista,1,0
"I don't love these hoes, baby It's me and you forever",1,0
"I dont even need a picture of tamar, that bitch is beat in every picture&#128514;&#128557;&#128514;&#128514;&#128514;",1,0
I dont have hoes &#128564;,1,0
I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her,1,0
I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi,1,0
"I got a sister, she told me stop calling women bitches..",1,0
I guess this is the night bitches die...!!!! Stewie is that nigga...!,1,0
"I had a bitch that had a bitch, had the bitch eating halibut.. - @USER #FreshRhymes #JerkSquad #SlowStir",1,0
"I have this lady-loveShe's married, but I still wanna bang herShe won't have sex with meWhat a bitch ~A troubadour, probably",1,0
"I heard you was looking for Candy Man, bitch",1,0
"I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually. -Katt Williams @USER",1,0
I just got a number 3 I'm a bitch boy,1,0
I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?&#128514;,1,0
I only be with older men cause they're more matureThat supposed to fool us bitch?,1,0
I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.,1,0
"I said i don't like it, it tastes like wolf pussy what? How do you even know what that tastes like",1,0
"I taught myself how to eat pussy, and cut my own hairI taught myself how to eat pussy hair&#128514;Name the movie &#128514;",1,0
I used to dress up like a cop too.Oh really?Yeah...right after 9/11...mad pussy.Really?Yes...I'll NEVER FORGET.,1,0
"I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike- @USER",1,0
I will fuck u where u stand. U dizzy bitch. Two unique &amp; separate phrases I overheard a relative saying when I was younger.,1,0
I woke up like thi- bitch go back to bed,1,0
I would rather you call me bitch than sir -my manager,1,0
I'll beat on that pussy so hard,1,0
I'm a funky ass honkey. - @USER 's shout out to @USER tonight before Cabaret &#128514; #JT2020Tour,1,0
I'm comparing KFC to the pussy @USER,1,0
I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it! -Axl Rose yelling at his sex robot,1,0
"I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em",1,0
I'm gonna piss on your dimple @USER Stop wasting prayers on trash teams lol,1,0
I'm probably your main bitch chocolate dipped cinnamon apple,1,0
"I'm sick of his shit man @USER Sit his bitch ass, I'm fed up bro RT @USER Geno threw yet another pick smh",1,0
I'm sorry I fucked yo bitch... But she really dig a nigga @USER,1,0
IBS irritable bitch syndrome.,1,0
If you love her then hide yo bitch so you'll keep shorty.@USER,1,0
If you talk back to me you ain't getting no pussy.Me: URL,1,0
If you're a bad bitch put your hands up high Every girl in the room starts waving there hands around.,1,0
Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight hahahahahahahahaha #50centmovie #beforeiselfdestruct,1,0
In My MindGotta be the dumb hoe anthem...,1,0
It takes a true directioner to accept Larry You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry,1,0
"It's allegations, were u in the bedroom? Did u see it? Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!",1,0
It's never too late to tag a bitch.- @USER,1,0
It's the dykes -hunter dyke with a dyke URL,1,0
"Julia Roberts, you're a ho @USER #NottingHill",1,0
LMFAOOOOOOOOOOOOOOOOOO @USER If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.,1,0
Let's do nips ahoy and spank me maybe,1,0
Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?,1,0
Lmao @USER &#128514;&#128514; RT @USER Pound cake look like pussy &#128514; URL,1,0
Lmao @USER The d.rose adidas are lighter than my phone .... Shit is retarded,1,0
Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum. &#128514;&#128514;&#128514;,1,0
My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!,1,0
My nips are freeeeezing...and that's not okay because they're slicing through my bra....&#128514;,1,0
My twitter was hacked = I'm too pussy to admit that I said it and now I want to act like I never said it.,1,0
"Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job you in the back like damn bitch really",1,0
New Flame the song of the yr lol that bitch SUPER run like,1,0
"Niggas always yelling Fuck bitches, Get money meanwhile they're broke and still want the bitches&#8230;.",1,0
"Niggas be pressed for pussy, Eeeeeen nothin",1,0
No bitches - nan,1,0
No boats and hoes please thanks - Mom,1,0
"On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke. - @USER #RIPTALLT",1,0
"Pistol whip my Dickau, shoot yo bitch club up.Sometimes freestyles be freestyles. And I'm okay with that.",1,0
RT it for me. Please and thanks @USER Did a pierced pussy just come across my timeline &#128528;,1,0
Remy Machiavelli send shots to ya belly &#128553; my bitch &#9994;,1,0
Roberto you are one nasty hoe,1,0
SORRY JB FAN&#65292;REALLY JUSTIN COME BACK. That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!,1,0
Searching the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land,1,0
Selling my soul for material wishes: fast cars and bitches #Tupac #smile #remix,1,0
Shake that Bear ... aka two rednecks having sex on a dead bear,1,0
"Shall I compare thee to a summer&#8217;s day? No, a summer&#8217;s day is not a bitch.",1,0
She gotta shape up her pussy lips tho @USER Whole wheat organic pussy URL,1,0
She said wigga man you rich...take the du-rag off URL,1,0
She was a bitch anyway,1,0
She's from Florida so you've got to do the sniff test in those swamp pussies &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1,0
"Slow the fuck down, bitch, I know where you live!Classy young lady.",1,0
So he's a good football player...but he still acts like a nig,1,0
"Stop being a pussy, son, and shove that needle into your own heart! #afterearth",1,0
"Stop looking us and go eat some pussy, you yuppie fucks.",1,0
"Takin it straight to dirt, why finger the pussy when I know I can put my dick in it? @USER",1,0
"That ain't bro moves, that's hoe moves",1,0
That girl is plain looking borderline ugly &amp; chunky. Hey at least she's got a nice smile &amp; a great personality.,1,0
These hoes ain't loyal,1,0
These hoes keep callin but I ain't pickin up&#127926;&#127926;,1,0
They Faggots @USER Orioles petty as fuck...got swept up outta this bitch,1,0
They have some ghetto ass bands * gets snuck* &#128514;&#128514;&#128514;&#128514;,1,0
"This is for all the fans that waited, the bitch niggas that hated / Old hoes we dated, look mama, we&#8230; URL",1,0
This is for my ghetto motherfuckers -Missy Elliott,1,0
Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit Black,1,0
"Trust noneeee, bitch I don't",1,0
Twitter is twitter bitch twitter is life,1,0
U got my 200K bitch nigga--Al Haymon to Antonio Tarver,1,0
"Uh-uh, what do we have? Your empty heart, my empty bottle, a yellow cab.. That you would like to catch cuz yo latest ex made u mad..",1,0
"Used to have a girlfriend, now all I got is hoes.. I was lookin for a good girl, but she was fuckin on the low.",1,0
"Virgin pussy () , regular pussy ( ) , Oomf pussy (_________________________)",1,0
WHAAAAAAT! LMAOOO!!! @USER @USER that's why I luv u fat bitches cuz y'all got some big ole titties and phat booties,1,0
"Walked in that bitch like, NIGGA WE MADE IT!",1,0
"Well bitch, biology said... &#128514;&#128514;&#128514;",1,0
What I do? @USER Gotta report you as spam RT @USER Ladies RT if your head game better than your pussy,1,0
When im done with a hoe i pass her to the squad G!!!!!!!!!!!!!!!!!!!!!!!!,1,0
Why u being such a little bitch chris you ain't six bitch - Allisons Mom,1,0
Why would I want to play with some pussy? - @USER *DEAD* #SNL,1,0
Why would you wanna be the Green Ranger? He's evil! Duh bitch,1,0
Why would you want pussy on your side burns?.. Thats a good question @USER hahahahaha &#128514;,1,0
Will shank a bitch for ceviche,1,0
Work - @USER Gets me through those rough days hahaha #hoes,1,0
"Wow you are a bitch Yes that's already been established, anything else you have to say?",1,0
Y'all forget he has his brand new baby girl at home bitch the cookies are burning,1,0
Yo bitch on the horn. Tryna shoot a porn. - @USER That's T shirt worthy Tony,1,0
Yo can I sublet your pussy #ShitFahdSays,1,0
Yo feet smell like my puss &#128514;&#128557; Whut ? Like flowers bitch &#128514;&#128557;&#9995;&#128553; omg,1,0
"Yo mama, bitch. RT @USER What was the ONE sentence that ended your relationship?",1,0
You ain't my bitch is my favorite response to long texts,1,0
You and yo boys some pussy cats.,1,0
You are a cunt,1,0
You can pull more pussy with a dodge and collect them panties alright. -stormy and jake &#128514;&#128514;&#128514;,1,0
"You can take someone out of the ghetto, but you can't take the ghetto out of them.",1,0
"You don't like us colored folks, what the he'll you're not colored you white fucks &#128514;&#128514;&#128514;&#128514;",1,0
You got hella hoes URL,1,0
"You look cute today :).. Really?! Helll no, swerve hoe!",1,0
"You talk like a fag and your shit's retarded. But that's cool scro, lot's of tards out there living total kick-ass lives!",1,0
You took our land so you could make each other retarded in DIAPERS? Sure....use our image....cool.... #redskins #NFL #concussion #jokes,1,0
"You're a garden rose, and that bitch is a weed.",1,0
You're fucked up No shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut,1,0
Your a queer. &#128530;&#128530;&#128530;&#128530;,1,0
Your homeboy looking bad and you giving cash to them hoes,1,0
Yup. Fuck em @USER Playing like trash RT @USER Clippers don't wanna play lol,1,0
ain't it time for you hoes to get out of here LOL this is what Ariana's mom says to us,1,0
are we bitches? - @USER,1,0
bitch freak my shit,1,0
bitch my vagina is a little more resilient than that -@USER,1,0
but I love him nah bitch that ain't love.,1,0
but pussy is the root of all drama an attribute put up in they head by they mama.,1,0
call me Keyshawn Johnson cause im catchin erry hoe,1,0
captain save a hoe is the most annoying phrase,1,0
day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch,1,0
"don't let your side bitch settle in, I might have to headbutt you Evelyn",1,0
dont show me no bitch unless she look like Dolly Parton!!!,1,0
"hoes suck my dick cus i look like john stockton hit em wit the choppa, luke i am your fatherrr - @USER",1,0
"if i wasnt in a work place id deck you aye fucking right, I'd give you a tyson 4 combo nd end you with an uppercut. Shut the fuck up bitch",1,0
"if she can suck your dick with a dip in, she's not only a keeper but a true redneck woman. - Kim's Dad.",1,0
im gonna rip that bitch apartrip what apartlol,1,0
its britney bitch - the bible (leviticus 7:58) URL,1,0
niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags,1,0
"no pussy, or not tryna go to the studio, don't CALL my mufuckin crib like that, god. Yo. Word up god I will BUSS YO SHIT, god, word up",1,0
oh ya these hoes think they cute in skin tight cat suits assuming that they bodies to boomin to dispute,1,0
omg this bitch is fucking stupid I swear blah blah blah *a week later* omg ilysm bae ur my best friend I swear,1,0
riding with my bros still don't trust these hoes,1,0
"this weekends going to be fabulous naa man, you're seeing nae cunt. If you do they'll be koed in 2 seconds flat. Hate u. #fuckgm",1,0
"whatever you are, be a good one. -Abraham Lincoln, this quote is not for yall hoes!",1,0
when guys say Latinas &gt; they mean the Kim Kardashian looking girls not you bitches that shaped like a mini fridge &amp; smell like tortillas,1,0
you better pipe your pussy down over there- @USER wth does that even mean?,1,0
you fucking pussy you couldn't even beat your dick. - Angry Youtube Comment,1,0
you're being a cunt right now -@USER,1,0
# That son of a bitch moment when it rains and you forget your car windows are down,1,0
"#10ThingsThatGetsOnMyNerves Needy hoes, ratchet Hoes, sideline hoes, Beggin' hoes, dumb hoes, looking for love on Facebook hoes..",1,0
#11 get to hit any bitch on campus he wants to,1,0
#1personidbitchslap @USER Fa blowin my tl. Up like a bitches spare tire leavin dairy queen,1,0
#2013TaughtMe how pussy feels &#128514;&#128076;,1,0
#5WordsAfterSex is that all pussy bitch?,1,0
#AlexFromTarget gets a million retweets but #ChrisFromWalmart cant even get a bitch to text him back.... URL,1,0
#AlexFromTarget had them bitches wet...lmmfao,1,0
"#AnnCoulter still calling #Obama a 'community organizer' re: #Syria. Well, she is still #cunt as well. So what?",1,0
#AsAGiraffes pussy URL,1,0
"#BOB Bass over bitches @USER bitches on his dick, fishes on the dock",1,0
#BangBangBirdGang ya bitch you!!! 56 -fruit loop,1,0
#Bartending becomes a real bitch when you the #bartender are way way taller than the bar was designed for. Holy back pains.,1,0
#BestSongToHaveSexTo bitches love sosa #bangbang,1,0
#BitchSlapThursdays 2NITE PURE PASSION DOORS OPEN @ 10.... But we watching the game in that bitch too&#8230; URL,1,0
#Bout2GoCrazy #AintNoLevelz2DisShit hungrier then a phat ho on a diet IG URL,1,0
#BurnNotice Fi shoots bean bag rounds at the guy - Hurts like a bitch don't they?,1,0
#CelebrityLeakedPhotos YEAH&gt; NOW YOU KNOW how it feels knowing the #NSA is on all our phones. Quit whining like #muslim #bitches.,1,0
"#ChristianBale should be KISSING #Moses ass for his fight with God, OTHERWISE WE MIGHT ALL BE FUCKING DEAD&gt; #retarded #ass #actor #faggot",1,0
#Cowboys are 6-1 bitches #Cowboysnation another great win Ilove this team,1,0
"#Crack that whip, cracker",1,0
#DUH @USER That's because they're possibly tucking a penis @USER This bitch got man boobs URL,1,0
#DearFeministMen there are easier way to get pussy w/out sacrificing your man hood...best of all they dont include losing ur self respect!,1,0
"#DegenerateArtist Ain't fuckin' AROUND with #Allahs #retard #crest&gt; I GOT BLESSED by Jesus and you are NOT NEXT, you fake ass TEXT&gt;",1,0
"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;",1,0
#DegenerateArtist Isn't a bitch walks back his words&gt; Isn't a WITCH who questions a TURD&gt; I'm a GLITCH WHO EVOLVES YOUR ABSURD!!!!!!!!!!!,1,0
"#DegenerateArtist KNOWS words&gt; Bo Jingo dangle fan slang ho, ting pang lick drum swing flick alarm bic&gt; But you can't hear fire can you?",1,0
#FACT RT @USER Kanye is best when a good piece of pussy fucks him over,1,0
#Fact females that tweet ALL the dayum day r hoes that need attention #ijs #wontgetme,1,0
#FreeElChapo is trending?! why cus French Montana's bitch ass?? you fucks that think selling drugs is cool are the LAMEST POSERS!!,1,0
#FreeballoutPartyPart3 bitch it's going! 3 mo weeks&#128588;,1,0
#FreshmanAdvice and if you ain't a hoe get up out my traphouseeeeeeee,1,0
#Havok is one bad bitch wouldn't wanna mess with her #TNA IMPACT,1,0
#HonestyHour in middle school hoes used to call me a Mandingo warrior,1,0
#IDontHaveTimeFor Ratchet hoes.,1,0
#IHopeSomeday that these hoes just find their own relationship instead of ruining others,1,0
"#IStandWithRand Wise up RINO pussies, real leaders like Rand, Cruz, Lee, Bachmann etc. actually exist. Fight or go home. #TeaParty",1,0
"#IfThePurgeWasReal I'd be the best prostitute and madam EVER. Hey, if you got pussy, you shouldn't be broke, right? LMAO JK",1,0
#IfWeDate i eat da pussy better than a lesbian.,1,0
#InMiddleSchool i was fat as hell and was a band faggot. Thank god i played sports after 6th grade and didnt stay in band,1,0
#IndigenousPeoplesDay HAHA!!! You fuckin' retarded commies!!!!! Hunter Biden loves snortin' that PYGMIE FAIRY DUST don't he? #liberals,1,0
#KanyeShrug lol &#8220;@USER Thots be like &#128073; RT @USER @USER only great thing these bitches can offer &#128514;&#128514;&#128514;&#8221;,1,0
#Lingo so A1 niccas be Tryn talk like me,1,0
#MentionADislike hoes thinkin they bad even if they are I will tell her bitch calm down u average,1,0
#MessageToMyFutureSpouse u better cook and clean for me bitch. Ill give u all my money but I ain't cleanin no dishes and makin my own plate.,1,0
#MyUnpopularOpinion Spanish bitches suck dick by 11 and have babies by 15 because they're already fine and dressing slutty.,1,0
#NL Q.U.E.E.N. And reminded: I still don't get why Janelle Monae is so perplexed that people think she's queer...,1,0
#NationalCatDay ...sure. Celebrate over 1 BILLION bird deaths and blame it on #climatechange you fuckin' #commies.,1,0
#OOMEF had that YEAH!!... i kno she pussy whipped that other nigga into putting a ring on it.... &#128564;&#128564;,1,0
#OnlyInAMichaelMyersMovie bitch is running a hundred meter dash on this niqqa WHOS ACTUALLY TAKING HIS TIME WALKING &amp; u still get killed,1,0
"#PeopleToAvoidValerie Jarrett, so I control my reflex to bitch slap her.",1,0
#PeopleWhoMadeMy2013 my little brother and i hate to admit it but @USER and he knows why. but he's still a lil bitch though. fuck you!,1,0
#QTNA RT @USER How y'all bitches gon breast feed wit nipple rings? &#128563;&#128534;,1,0
"#QuestionIAskMySelf why should I be slapping this hoe tuh solve something, ima leave it alone..............I never usually listen to myself",1,0
#RayRice is a bitch. #JustSaying,1,0
#RayRice is still a bitch. @USER got this one wrong. Women fans should be livid! #NoExcuses,1,0
"#ReasonsWhyWeDontGetAlong You're a hoe. Stop focusing on sucking dick, focus on getting rich",1,0
#RebelScience ......ITS ABOUT SHARING #whaddup&gt; #clouds. It not about hogging the #windturbines like a fuckin' gasbag son of a bitch.....,1,0
#Remake with #granny DCYOUNGFLY Dirtymoney24 #TeamIgnat #HoodComedy damn that bitch a BAB!!!! that's a Big ... URL,1,0
#RuinADessert @USER Fairy Queen. nomg&gt; I fucked #Obama panties again...............,1,0
#Shoutout to everybody that follow a nicca!!,1,0
#Shoutout to my #Exit47 niccas! #Salute,1,0
#Shoutout to my #MackTown niccas!,1,0
#Shoutout to my exit 47 niccas! #RealNiccaSalute,1,0
#SignsOfCockBlockin ----&gt;RT @USER Niggahs telling hoes I'm down talking them just so I can't get on &#128514; #FuckNiggahs,1,0
#SplashGang on you pussy n%a'z ay @USER i tried to tell n%a'z!!!,1,0
#That son of a bitch moment when you finally get in bed and your bladder decides its time to piss,1,0
#That son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song,1,0
#That son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall,1,0
#ThatFuckMeMoment when you leave your car windows down and it rains in your car and looks like hurricane katrina ran through that bitch,1,0
#TheMostAnnoyingThingsInLife people who are NEVER happy and bitch-n-moan 100% of the time.,1,0
#ThingsNotToDoOnAFirstDate give her all da dick U gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin,1,0
#TjohnGang&#128520; lil bitch follow me ! URL,1,0
#ToMyFutureSon You can fuck dem hoes but you better not love dem hoes.,1,0
#TweetLikeYourBestfriend I made out with 3 bitches! @USER,1,0
#UMightNotGetIn &#128514;&#128514;&#128514; fucc nicca #BeerandTacOS #WeTheLastOnesLeft URL,1,0
#WhatWouldYouChangeAboutYourPast the hoes I wasted time with,1,0
#WhyIHateInstagram it can make a bitch cheat up to four points on the scale of 1 to 10,1,0
#YesWeDid .......start building #windturbines SO FUCKIN BIG they can kill a whole flock of birds in one go&gt;,1,0
#YesWeDid .....tattoo our bitches to corrupt as many men as possible to #Egypt and being a #cattle #prod #vote&gt;,1,0
#YouWillNotBeTakenSeriouslyIf you're proud to be white trash #KedollarSignHa,1,0
#agreed &#58399;&#58399; RT @USER There are a few badd ones but idk..mixxed bitches is really where its at tho,1,0
#anywere &#8220;@USER LA = palm trees and great weather Any were else = horrible weather and no bitches&#8221;,1,0
#bad #ass #local #bitches,1,0
#boom bitches,1,0
#bslfe in this bitch #PullUp 40st and Washington space A-80 URL,1,0
#creamteam leaving hoes w #cockbreath,1,0
#faggots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarriage yourself into #Pharaoh's pockets&gt;,1,0
#honestyhour we don't love these hoes,1,0
#honeybadger bitch,1,0
#illNeverUnderstandWhy anyone from Jersey Shore is famous. I should go be a guido shitbag if it means money for my family.,1,0
#inktober #twentysix #gouache #mt snappy pappy and his bitch 3.5x2.5 good thing sable paintbrushes&#8230; URL,1,0
#klokus this bitch has his nose pierced &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; URL,1,0
"#longhair don't care got my #gayboyproblems everywhere, I'm a #bitch I'm a #champ, I'm totally full of&#8230; URL",1,0
#morningjoe prove him wrong righties! Liberals use facts cons use emotions to make decisions. Facts be damned should be the teabagger motto,1,0
#nationaldoughnutday bitch GET AT ME &#127849; URL,1,0
#nowplaying witcha bitch pussy pussy inda hood ona sofa.wit plastic on it,1,0
#oomf can get it but I'm chilling till da bitch hit me up,1,0
#pause but niggas is bitches tho RT @USER Boy niggaz b so bitch made u cud kiss em n da mouth!!,1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Anal gaping tranny play panty nylon part URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | BBC Anal creampie bitch URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Blonde tranny ass fucked URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Hardcore british queer anal pounding URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #BBW | Brazilian BBW Babe Drilled in pussy and ass URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Babe | ebony babe pussy URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Beach | Caught a girl rubbing her pussy in nude beach URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #BigTits | Cute preggie slut big tits plays with swollen pussy URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Close Up | Another pussy close up URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | Squirting pussy and fingered asshole URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | amateur pussy player milf close up URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | cumshot on beauty pussy closeup URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | pussy fuck close up URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CreamPie | Young Japanese girl&#8217;s hairy cunt cre URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | Spicy Oriental Paki Brunette sucks an un URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Ebony | ebony texas bbw with big deep pussy URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Erotic | Erotic and wild tits and pussy fucking URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Facial | Blonde tranny whore gets rammed and facialized URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | Dude fists his wife&#8217;s big pussy URL",1,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | More lovely sounds of fisting a loose pussy URL",1,0
