Sentence,Hate,Split
@USER @USER good leave you stupid faggot,1,0
"@USER huh, lol mad nigger is mad",1,0
@USER @USER @USER lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,1,0
@USER happy birthday faggot,1,0
"@USER and how am I assume shit ,hmm cuz u don't know what fuck u talking about crackers these days.",1,0
@USER I guess blaspheme to your Allah is ok if your pos muzzie huh? @USER @USER @USER,1,0
@USER sit down and stfu raghead @USER @USER,1,0
@USER sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag,1,0
"@USER damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?",1,0
"@USER shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull",1,0
@USER fuck u nigger,1,0
@USER @USER is an evil hate whitey racist who thinks Delbert Belton deserved it. @USER @USER @USER,1,0
@USER ugly nigger,1,0
"@USER @USER gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy",1,0
"@USER nahh , whatever you are spook or spic, I still don't like you . Good day",1,0
@USER @USER @USER so if your 17 and in high school you dont have your own house you fucking faggot,1,0
@USER Because Ian's retarded,1,0
"@USER i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week....",1,0
@USER @USER u pulled.that queer shit as spon as u put no homo lol,1,0
"@USER I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @USER",1,0
@USER fucking losers wetbacks #SorryNotSorry,1,0
@USER @USER now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.,1,0
@USER idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?,1,0
@USER I don't bend that way queer. Thanks for the offer it's flattering.,1,0
@USER go back to nigeria faggot,1,0
@USER &#128514;&#128514;&#128514; you're a coon,1,0
"@USER Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers.",1,0
"@USER @USER @USER They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards",1,0
@USER @USER hey aklve! Im taking out the black ghetto trash. Youre blocked nigger,1,0
@USER T.o. was a faggot crybaby,1,0
@USER you a fag b,1,0
@USER @USER @USER Anything to trash this black President!!,1,0
@USER - you know what you did you faggot. There are literally thousands of people that have you on their radar homo,1,0
@USER geta Life faggot,1,0
@USER your a cunt,1,0
@USER shut your legs hoe,1,0
@USER @USER @USER Shit your ass and shabbat your moms pussy u Jew bastard. Ur times coming. Heil Hitler!,1,0
@USER shut up coon.,1,0
@USER I don't follow you because everything about your company is white trash.,1,0
@USER You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!,1,0
@USER stop trolling me u creepy ass cracker!!!,1,0
@USER She be what we say in da hood white trash,1,0
@USER Y&#8217;all whitey gots to PAY fo da preparations,1,0
@USER @USER I wasn't serious bitch &#128514; bitch them niggas i named ain't fuccing witcho ass &#128514;&#128557; we all just making shit up &#128527;&#128553;,1,0
@USER I swear to god nigger you better still hang with me before work. You got my hype,1,0
@USER do you work today niglet?,1,0
@USER @USER @USER @USER @USER @USER ugly gay nigga bitch fucking peace of shit,1,0
@USER @USER @USER @USER @USER @USER y'all is coons n uncle toms,1,0
"@USER @USER fuck you, stupid ass coward ass punk bitch faggot ass racist piece of shit. Punk. Bitch, ain't worth my time!",1,0
@USER only one problem theres a no pussies allowed sorry @USER,1,0
@USER @USER lmao nigga shoulda said I would be balless bc dat cold bitch wont stop blowin me#swaagg,1,0
"@USER @USER Hey fag, I said this was your aunts. *He* said it was you.",1,0
@USER @USER Jews and white race traitors have to be swept clean so the Aryan race can survive.,1,0
@USER big fucking deal...cry baby niggers,1,0
@USER what did you search? Gay redneck episode 1 play?,1,0
@USER @USER @USER your getting blocked faggot,1,0
@USER just like a nig to come home when ever they want,1,0
@USER @USER @USER look at this nigger ass nigger shit right here,1,0
@USER @USER niggers*,1,0
@USER dont tell me what to do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.,1,0
@USER kill yourself ugly ass monkey looking shit,1,0
@USER @USER yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.,1,0
@USER fuck you fag!,1,0
@USER fuck you niggah you gay. Lol,1,0
@USER it was Paul McCartney faggot,1,0
"@USER Fuckin muzzie cunts, should all be deported, savages",1,0
@USER Screw the ragheads.,1,0
@USER @USER @USER you fuckin Yankees I'll be there in 2 months I'll meet you pussy,1,0
@USER @USER dryer then them bad ass eyes of your fag,1,0
@USER back up faggot,1,0
@USER new york niggas quick to take off on a bitch in public boy lol!!!!!,1,0
@USER Fucking coon,1,0
"@USER fuck your mother, faggot",1,0
@USER I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,1,0
@USER You retarded bruh lol,1,0
@USER @USER @USER hes a lying faggot. he used inspect element to change the number of dollars in his account.,1,0
@USER Dumb Haitian fake black faggots. Go to Haiti and neck yourself.,1,0
@USER lmaoo what a fag,1,0
@USER fuck those faggots,1,0
@USER i agree my fellow cracker.,1,0
@USER You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.,1,0
@USER And the only band that sucked worse live is those fags Guns &amp; Poses.,1,0
@USER @USER I likes dat name. Dem sand niggers needs to know dare place in da pecker order,1,0
"@USER Jesus I would love to do that and more to those muzzie torturers, fucking animal savages",1,0
@USER I'm not a fag. Gtfo,1,0
@USER so your a nigger fighter huh,1,0
@USER @USER no ur wrong stupid nigger,1,0
"@USER lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy.",1,0
@USER faggot sack,1,0
@USER whooooo? Chelsey? Fuck her lol. She juss a bitch,1,0
@USER bruh we can finally roll like rednecks (': ((drug dealers)),1,0
@USER well he's a cunt and he can suck my ass,1,0
@USER you're such a faggot,1,0
@USER @USER @USER @USER @USER why ur profile a one armed nigger?,1,0
"@USER you tell me, coon.",1,0
@USER happy birthday nicca do coon shit in a responsible way.,1,0
@USER whats your youtube channel then faggot,1,0
@USER @USER I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay,1,0
"@USER @USER oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase",1,0
@USER @USER @USER @USER EYE WITNESS: Joel is a faggot,1,0
@USER faggot,1,0
@USER okay closet fag,1,0
@USER ya fag,1,0
@USER @USER @USER @USER Ahmed and retard mikey for special Olympic boxing,1,0
@USER das calld usen yo brain retard y would i whoop yo ass n front of da police,1,0
"@USER i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%",1,0
"@USER @USER @USER Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil",1,0
"@USER @USER @USER at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils",1,0
"@USER @USER @USER will convince u that is a lame, you, a nigger liver believes it cuz you a nigger whore",1,0
@USER I don't give a flying fuck what a teabagger piece of human garbage like you thinks =),1,0
@USER you are a teabagger scum who wants to threaten people with his penis extender. You are a danger to this country.,1,0
"@USER if only there was a medal for that: we hate fags, but we won't kill them medal. Thank u for the privilege to let fags live.",1,0
@USER Shame of you! Self-hating kike. We Jews are G-d's chosen people.,1,0
@USER you call @USER house nigger and she's the racist? Fathom the hypocrisy in that statement.,1,0
"@USER ...I fuckin' want OUT&gt; I'm tired of this bullshit faggot ass, closet racist, wannabe-commune-without-railroad state&gt; #Cali",1,0
@USER faggot.,1,0
@USER is the biggest faggot in the world,1,0
"@USER @USER Just like when I call someone a nigger! It's not because they're black, it's about how they act. LIKE A NIGGER!",1,0
@USER hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people,1,0
@USER bye youre a queer,1,0
@USER this is a joke right? You're on here like ugh I wish I was a jap and tweeting in gook and shit and jerkin to hentai.,1,0
@USER u see a lame in that pic ofmine due to your infatuation with niggers. Im Hebrew i fite the children of satan in the streets,1,0
@USER fuck Miley tranny looking now damn ass nigga,1,0
@USER One less little nigger that would grow up into a big nigger.,1,0
@USER I've been knowing fag,1,0
@USER faggot,1,0
@USER @USER @USER do birds have a 72% out of wedlock rate? is it white fathers that are running away?,1,0
@USER You're a little bitch.,1,0
"@USER Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot.",1,0
@USER and @USER are faggots. Kbye.,1,0
"@USER And its people like you that give us all a bad name, you are a disgusting piece of shit of a person a nigger is what you are",1,0
@USER @USER say that shit to my face Bruh you a bitch for gettin in a man u dont know business. Handle yo own shit,1,0
@USER you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy,1,0
@USER @USER @USER coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards,1,0
@USER That's actually non-English. Because #okiecops are filthy white trash who are all criminals.,1,0
@USER I thought you would like him cause of the Chi but yeah he a faggot,1,0
@USER it&#8217;s the entire pats bandwagon. They&#8217;re faggots,1,0
@USER studies show that you're a faggot,1,0
@USER only faggots drive stick,1,0
@USER go jerk off to lollis faggot.,1,0
@USER She's a cunt,1,0
@USER kill the coons!!!!!!,1,0
@USER Yeah so you better play with me ya nigger,1,0
@USER fuck your store bitch,1,0
@USER @USER So you support illegals coming here and spreading disease among Americans Dream that bitch!,1,0
@USER 1) He's a faggot and I don't like him. 2) I'm on the other side of the state.,1,0
@USER @USER @USER fuck outta here faggot that wouldn't even be a fair,1,0
@USER @USER shut the fuck up fag ill beat the shit outta you,1,0
@USER insecure much put all you insults in one tweet. Fucking dumbass dude I'd wreck you you faggot,1,0
@USER I hate that faggot he so corny,1,0
@USER gay fags,1,0
@USER Shit ill pay the premium to get away from these anything ass hoes,1,0
@USER the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro,1,0
@USER fags,1,0
@USER fag,1,0
"@USER aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot.",1,0
@USER your picture makes you look like a serious fag. #justsayin lol,1,0
"@USER faggots, old people, people who can't drive, drunk people",1,0
"@USER fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit",1,0
"@USER you'll make the team, them niggas trash. Lol",1,0
@USER fags,1,0
"@USER @USER I dont have any problems with zak, but you seem like a faggot URL",1,0
@USER @USER he's a faggot,1,0
@USER @USER @USER @USER that's true idk why your even in this convo you dumb nigger attention whore,1,0
@USER @USER lmao you stupid nigger,1,0
@USER hell naw fuck them bitches serves them right,1,0
@USER yea I forgot I was talkin to a degenerate faggot,1,0
@USER faggot,1,0
@USER you're a faggot,1,0
@USER hey fag i &lt;3 you,1,0
"@USER @USER @USER Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me",1,0
@USER nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;,1,0
@USER @USER @USER @USER shut up nigger,1,0
@USER Status Report: Making a pit stop in Canada to rape bitches,1,0
@USER @USER WooHoo! New Black Kill Cracker babies Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot,1,0
@USER nigger,1,0
@USER oh shut your mouth i was talkin about the morning you fag,1,0
"@USER naw dude I wish, they're white trash",1,0
@USER leave dyke,1,0
@USER you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded,1,0
@USER faggot,1,0
@USER i can give you some of my clothes so you can look like a cute dyke,1,0
@USER chink eyed !,1,0
"@USER May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @USER",1,0
@USER happy birthday queer,1,0
@USER oh no. They drafted that gay ass that come out on TV? Well u welcome to Redskins nation. No queers just a lot of niggers.,1,0
@USER pats owner is a kike.,1,0
@USER with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,1,0
@USER your 2. And 3. Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2,1,0
@USER your a fucking queer faggot bitch,1,0
"@USER @USER Here ya go wetback, eat this.. URL",1,0
@USER Ur pal @USER threat2 apostate kufar&gt;I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl,1,0
@USER But that's what you call white trash with money!!!!!,1,0
@USER no ud still be a fag if I was lolz,1,0
@USER ur a fag,1,0
@USER you're a fucking nigger,1,0
@USER like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one,1,0
@USER We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.,1,0
@USER haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,1,0
@USER nah she said you a fag,1,0
@USER this nigga &#128529;&#128529;.. know damn well you a coon,1,0
@USER @USER she spelled faggots with an e you're so cool lol,1,0
@USER @USER u guys are fags.,1,0
@USER that nigger music,1,0
@USER this bitch look like a fucking white trash Trailer park queen lookin man bear pig. URL,1,0
"@USER @USER AMERICA today, the rule of thumb is: when in doubt, blame whitey",1,0
@USER you had to throw in the faggot word smh smh smh,1,0
@USER Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.Anti-zionist is a codeword for antisemite.,1,0
@USER fuck you faggot,1,0
@USER Yes you do retard.,1,0
@USER how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha,1,0
@USER a faggot that needs to grow up,1,0
@USER you did a good job doing that to me and not texting back faggot,1,0
@USER @USER you're reading you coon,1,0
"@USER most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all.",1,0
@USER thanks for ignoring my texts fag,1,0
@USER You gots da BET and da MSNBC wit dat colored reverend who only listen to coloreds. What else I missing?,1,0
@USER suck my dick tacos el negro better,1,0
"@USER You don't have any kids?! What are you, one of them queers!?",1,0
"@USER Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere",1,0
@USER @USER hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done,1,0
@USER @USER teaching that pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!,1,0
@USER @USER Them jigaboos aka homewreckers needs to get blocked!,1,0
@USER who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger,1,0
"@USER We hate the Yankees though, right? I feel like I'm really good at hating them.",1,0
@USER yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the #NFL,1,0
"@USER @USER I'll do it! @USER In the UK, Fag means cigarette and a faggot is a bundle of sticks, you homo.",1,0
@USER fuck you spear chucker,1,0
@USER me too Tyler it just makes me think that they're lil nigger baby hoodrats.,1,0
@USER wow u hoe is the term for women,1,0
"@USER I don't hate the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER.",1,0
@USER whatever hoe bitch #1 them fags beat yall sad asses too,1,0
@USER @USER fags.!,1,0
@USER @USER your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,1,0
@USER you look like a welfare bitch compared to Latinas I date and fuck. You need fashion and makeup tips tbh,1,0
@USER @USER @USER @USER mean bro fucking faggot,1,0
@USER die in a car accident then faggot,1,0
@USER faggot,1,0
@USER ur not sassy white trash change ur username,1,0
@USER learn how to type ya hillbilly,1,0
@USER @USER humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,1,0
"@USER don't stop now half breed, I'm just starting to learn about what makes you a dumb ass",1,0
@USER nigger,1,0
@USER probs that fag Vhia,1,0
@USER do i have to repeat myself u white trash,1,0
@USER he looks like a pretty dyke&#128129;&#10024;,1,0
@USER @USER @USER all u can pull is the fucking retard,1,0
@USER @USER @USER yo fat ugly ass couldn't even pull the ugly bitch in the school,1,0
@USER @USER It's a nice way of callin y'all honkies,1,0
@USER happy birthday faggot.,1,0
"@USER I'm going to blame the black man, since they always blame whitey I'm an equal opportunity hater.",1,0
"@USER @USER to ----&gt;@USER get past boot camp, and go active a few years, see what we REALLY do daily you liberal pussy",1,0
@USER eat shit nigga bitch turd bag dick beetle,1,0
@USER nigga who's bitch u fucking cracker get your gay ass out my mentions.,1,0
@USER Is a fag,1,0
@USER @USER @USER all racist nTx trash w @USER all hate to see this particular man in WH n not the Butler,1,0
"@USER so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!",1,0
@USER @USER @USER Bernstine is Chi Sox Jew fag.,1,0
@USER fag,1,0
@USER @USER @USER thats just me rooting against a team I hate not banwagoning u retard u have a different favorite,1,0
@USER I LOVE RACISM! Blame whitey for EVERYTHING!Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch,1,0
@USER @USER @USER @USER @USER oh shut up faggot get a disease overused on twitter,1,0
@USER @USER @USER its retarded,1,0
@USER fag.,1,0
"@USER u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes",1,0
"@USER @USER don't forget nappy headed, butt ugly bitch, who's married to a Muslim",1,0
@USER nah dude mostly just sound like a faggot,1,0
@USER i know im so kidding. Some of BET is funny. I love when blacks call eachother ignorant and niggers. Makes me not have to,1,0
@USER @USER @USER so why the fuck are still talking shit. You acting like a pussy ass nigga,1,0
@USER bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life,1,0
@USER here let me say it more clearly since your retarded ass don't understand,1,0
@USER how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up,1,0
@USER lmao why ur dad raised u to be a bitch made nigga,1,0
@USER oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy,1,0
@USER oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy,1,0
@USER your so fucking retared its not even funny bitch im going to sleep u,1,0
@USER &#128514;&#128514;Alright fag what about this? URL,1,0
@USER shut up bitch for I spit on you,1,0
@USER Roberts is a fuckin fag&#128514; smack the shit outta him,1,0
@USER faggot,1,0
@USER stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers,1,0
@USER stfu dyke looking hoe.,1,0
@USER @USER @USER at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,1,0
@USER He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.,1,0
@USER @USER hopes dis ain't cause he colored cause I knows he be actin all nigga like,1,0
@USER @USER fucking gay faggot look at that gay ass pink shirt haha,1,0
@USER better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash,1,0
@USER @USER Ha Ha Ha no good fat dyke,1,0
@USER call him a cock blocking faggot,1,0
@USER faggot,1,0
"@USER quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy",1,0
@USER don&#8217;t be a hurt little faggot,1,0
@USER Niggas probably be watching me like Look at this Uncle Tom ass Rasta,1,0
@USER @USER @USER I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape,1,0
@USER @USER @USER @USER omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,1,0
@USER none of my business ? Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and 100k &#128056;&#9749;&#65039;,1,0
@USER @USER faggots,1,0
@USER You're right.. I be around my nig....,1,0
@USER @USER lmao dude you are probably the biggest fag in nebraska &#128514;&#128514;&#128514;&#128514;&#128514;,1,0
@USER stfu white trash,1,0
@USER gayer then 2 faggots in bed together&#128129;,1,0
@USER will you mention why being called nigger is wrong(witch i agree with) &amp; bossy is wrong.but being called a pimp is still ok?,1,0
@USER @USER @USER @USER no just a niggress that thinks she's human.,1,0
"@USER @USER I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy",1,0
"@USER If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!",1,0
@USER I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.,1,0
@USER What else do you expect from that nigger lover?,1,0
"@USER shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch",1,0
"@USER congratulations, you are officially fucking retarded.",1,0
@USER the favorite drink of white trash everywhere....,1,0
@USER @USER fight me you fucking obese niglet,1,0
@USER You are an ignorant cunt.,1,0
"@USER okay, let's fight you ginger faggot",1,0
@USER @USER well he is at Genos. So he is the ultimate faggot,1,0
@USER Oh really? fags are gross You aids infected sick fuckers,1,0
"@USER @USER glad about your uncle, another stupid faggot off the world, hopefully you next.",1,0
"@USER I see a picture of you smoking, such a man of god. Disgraceful nig, you sir, are an embarrassment.",1,0
@USER no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag,1,0
@USER @USER come wage with us fag,1,0
@USER @USER niggers,1,0
@USER No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass,1,0
@USER I knew you were a faggot though,1,0
@USER Hit a bitch it's not like you can see the bruises,1,0
@USER You're a fucking faggot.,1,0
@USER I'm 5'8 fag &#128536;&#128536;,1,0
@USER yeah you right and you know them Mexicans bringing all they family that hoe finna be packed,1,0
@USER if you go could you hook up the plant city faggots or,1,0
@USER I'm surprised you could read it with slits for eyes,1,0
@USER ugly dyke,1,0
@USER stfu u ugly dyke,1,0
"@USER he looks like reg. Memphis,tn. trash! we got them everywhere.",1,0
@USER BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?,1,0
@USER I'm a faggot :/URL,1,0
@USER Cody is ALWAYS calling people nigger. He's a fucking spaz!,1,0
@USER some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!&#128299;&#128299;&#128299;,1,0
@USER that's what happens when you date a colored,1,0
@USER im going to murder that fucking cunt,1,0
@USER ugly white bitch,1,0
@USER ur ballsack is hairy gtfo tranny prude bitch,1,0
@USER that was back when nigger music was decent,1,0
@USER @USER @USER bitch u ugly then hoe,1,0
@USER youre a fag,1,0
@USER @ me then faggot,1,0
@USER hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga,1,0
@USER @USER chill ur pussy gay af,1,0
@USER @USER @USER @USER go back to lego club faggot,1,0
@USER @USER @USER @USER yeah ok nigger.,1,0
@USER Don't my nigga me honkie,1,0
@USER ugly emo trash go cut,1,0
@USER it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you &#128528;&#128076;&#128079;,1,0
@USER @USER @USER Soft shit? Are you handicapped or retarded?,1,0
"@USER Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.",1,0
"@USER Are you working on route running and catching. You'll be a good WR for Grier. Have fun with the white trash, racist UF fans. #FSU",1,0
"@USER .we got 1, except eric holder gave them 2 the beaners 2 kill americans! guess he is race blind!",1,0
@USER #faggot,1,0
@USER fags***,1,0
@USER your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva,1,0
@USER I believe that you fuckin can punk nigga bitch&#128520;&#128170;,1,0
@USER @USER bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line,1,0
@USER that bitch done.. have it to u on Sunday my nigga,1,0
@USER @USER fucking faggot,1,0
"@USER not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america",1,0
@USER town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?,1,0
@USER faggot I knew you weren't really my friend.,1,0
@USER did I mention you are an ugly cunt? Go back to Iran.,1,0
@USER @USER @USER you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo,1,0
@USER my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,1,0
@USER y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u,1,0
@USER @USER who is dis crack ass cracker,1,0
@USER white boy talmbout Ight I'll see you tomorrow at school nigger,1,0
@USER Alright fag,1,0
@USER i made you lunch you fat faggot &#128128;,1,0
@USER @USER This is Twitter. Not only are you a fag but you're also retarded.,1,0
@USER @USER all of these rednecks and none of them can keep the fire lit &#128514;&#128514;,1,0
@USER what's this chinks email? I'm moving to China and slicing his throat,1,0
@USER I hear Bill likes trailer trash like you. @USER @USER @USER @USER @USER,1,0
A guy claiming to be Republican called C-Span news and said Republicans hate that nigger Obama URL,1,0
A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,1,0
"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me.",1,0
Ain't nuttin but a white trash party.,1,0
Ain't shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol,1,0
Aint nobody wearing those new Westbrook Jordan's but Mexicans &amp; trailer park trash white girls.,1,0
Al noooo ...... Too late fuckin faggot ! Lmao,1,0
All da lil bald headed bitches standn outside of kevin gates tryna get in &#128514;&#128514;&#128514;,1,0
All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel,1,0
"Almost got to see a white boy get beat around today, but he ran like a bitch.",1,0
Already more yellows than the last 2 years combined #IndyCar #Honda200,1,0
Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways,1,0
America is white trash and so are all Americans.,1,0
And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..,1,0
And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that,1,0
And the Jew @USER favorited my tweet though. Lol. Don't have anymore time for this trash.,1,0
Ankles &#128128;&#128514;&#8220;@USER &#8220;@USER Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;,1,0
Anyone who came to the US as an indentured servant is white trash.,1,0
Apaches' 30 MM rounds turn Jihadis into tomato soup @USER @USER @USER @USER,1,0
As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; URL,1,0
As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,1,0
Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them,1,0
Ayy Carlton is a ghetto school now #SwitchedAtBirth,1,0
Bald head bitches think it's their time to prosper !,1,0
Between this trend and the vines acting like women its like niggas couldn't wait to be faggots URL,1,0
Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO bitch pick one.Fucking hate you.I know you proud but shit.,1,0
"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk.",1,0
"Bitch fuck yo nigga, what's up with that pussy!!?!",1,0
Bitch you're the ugliest cunt ever.,1,0
Bitches be having a nigga but want to be another nigga WCW bitch it don't work like that,1,0
Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.,1,0
Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,1,0
Black people like @USER disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,1,0
Boy Yung thug is a fag,1,0
"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas.",1,0
"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh",1,0
Bullets through a nigguh tru jeans,1,0
Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life,1,0
Burn bitch URL,1,0
But atleast they let me know...ur a faggot if u keep those type of twitter secrets,1,0
California is home to skater trash.,1,0
Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing,1,0
"Can&#8217;t wait to humble these niggas in the playoffs again. Until then, good job hoes",1,0
Can't stand bitch ass niggas.,1,0
"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage",1,0
Can't stand that faggot.,1,0
Can't take u coons nowhere &amp; I mean nowhere,1,0
Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again,1,0
"Celtic means white trash. If someone says they're Celtic, it means they're white trash.",1,0
"Chasing these hoes, better get cash nigga",1,0
Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,1,0
"Chill RT @USER If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. gotcha bitch",1,0
